"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"12360","Alastair Topley","70","0","UK and I","GB","2130","15","0","2","0","0","7","3","2","34","0","19","20899"
"12361","Tobias Juda","70","0","DE-AT-CH","DE","3366","16","0","3","0","0","7","1","1","36","0","17","98348"
"12362","Seth Bontrager","70","0","Indiana","US","3017","16","0","2","0","0","9","2","1","24","0","15","467280"
"12363","Hector Rodriguez6","70","0","International Club","DO","3866","16","0","2","0","0","25","1","1","24","0","15","573321"
"12364","Michael McNewman","70","0","France","FR","2134","16","0","4","0","0","26","3","3","18","0","16","356276"
"12365","Alberto Parra","70","0","Iberia","ES","2549","17","0","3","0","0","10","2","3","17","0","12","373593"
"12366","Pedro Araújo","69","0","Iberia","PT","1511","11","3","12","8","1","60","7","2","93","0","8","565497"
"12367","Ray Howell","69","0","UK and I","GB","1339","6","3","5","18","2","28","7","1","43","2","6","587058"
"12368","Eli Childs","69","0","Midwest","US","892","13","1","6","13","1","16","7","2","33","2","7","473137"
"12369","Brendan Clark","69","0","Carolina","US","1488","6","4","5","0","0","17","9","1","48","0","13","553428"
"12370","Facundo Marichal2","69","0","Hispanoamérica","UY","1461","12","2","7","0","0","72","4","1","47","0","10","501339"
"12371","Georg Plautz","69","0","DE-AT-CH","DE","1304","11","1","6","0","0","32","6","2","49","0","17","630686"
"12372","Ioannis Siagkris","69","0","International Club","GR","803","12","1","9","0","0","54","7","2","64","0","8","474883"
"12373","Pablo Tulio Gomes","69","0","Brazil","BR","3548","16","1","7","0","0","53","2","1","58","0","12","202006"
"12374","Brian Vieira","69","0","New England","US","712","13","0","14","0","0","82","6","3","125","0","11","86103"
"12375","Hassan Arreffag","69","0","Benelux","NL","1438","10","2","11","0","0","86","4","1","117","0","11","210828"
"12376","Joey Breuer","69","0","DE-AT-CH","DE","1357","7","2","3","20","2","0","8","1","22","1","7","578443"
"12377","Cass Robin","69","0","UK and I","GB","1001","7","4","8","12","1","16","8","2","92","1","5","513635"
"12378","Elliot Physick","69","0","Australia/NZ","AU","1317","2","2","2","13","1","9","5","1","22","2","1","432159"
"12379","J.P. Custodio","69","0","Iberia","ES","1154","11","2","4","7","1","8","6","1","27","1","7","330448"
"12380","Richard Immikhuizen","69","0","Benelux","NL","1184","1","1","1","12","1","1","7","1","12","1","1","224368"
"12381","Thomas Laruelle","69","0","France","FR","1495","1","1","1","10","1","1","6","1","10","1","1","302489"
"12382","Natsuki Nakajima","69","0","Japan","JP","1428","1","1","1","1","1","6","4","1","9","0","8","70597"
"12383","Pablo Diaz Frances","69","0","Iberia","ES","1267","1","1","1","7","1","7","7","1","12","0","3","323171"
"12384","Sascha Berg2","69","0","DE-AT-CH","DE","1263","4","1","2","11","1","1","6","1","22","1","5","547027"
"12385","Alec Conklin","69","0","Atlantic","US","768","10","1","2","11","1","1","6","2","11","0","11","127343"
"12386","Holger Petersenn","69","0","DE-AT-CH","DE","1019","5","3","4","0","0","1","8","2","43","0","10","539054"
"12387","Marcus Huertas","69","0","Pennsylvania","US","1370","4","2","3","0","0","7","6","1","30","0","8","119818"
"12388","Agustin Lavia","69","0","Hispanoamérica","AR","1339","5","2","2","0","0","10","5","1","6","0","11","368129"
"12389","Nathan Rhoden","69","0","UK and I","GB","509","5","2","3","0","0","16","10","2","31","0","9","518697"
"12390","George Bland","69","0","UK and I","GB","1652","6","2","3","0","0","13","5","1","27","0","7","421602"
"12391","Lasse Machen","69","0","DE-AT-CH","DE","1914","8","2","4","5","0","20","3","1","37","0","14","600429"
"12392","Adrian Pertierra Muinelo","69","0","Iberia","ES","1448","11","2","5","0","0","11","7","1","44","0","12","524661"
"12393","Stephen Fawns","69","0","Australia/NZ","AU","1194","11","2","12","0","0","88","5","2","135","0","8","458458"
"12394","Joe Pinder","69","0","UK and I","GB","1254","3","1","1","0","0","0","6","1","10","0","13","560363"
"12395","Billy Rowlee","69","0","Ohio","US","1131","3","1","1","0","0","1","6","1","11","0","5","304582"
"12396","Raul Linares","69","0","Iberia","PA","1468","4","1","1","0","0","8","4","1","9","0","5","236460"
"12397","Martin Pobloth","69","0","DE-AT-CH","DE","1648","5","1","1","0","0","0","5","1","14","0","3","547277"
"12398","Richard Lynch","69","0","California Club","US","1569","5","1","1","0","0","5","4","1","10","0","9","284166"
"12399","Miguel Garcia Luzon","69","0","Iberia","ES","1418","9","1","2","0","0","7","5","1","18","0","8","541462"
"12400","Garrett Goebel","69","0","Great Plains","US","928","9","1","4","0","0","25","6","2","50","1","7","556863"
"12401","TJ Burske","69","0","Florida","US","1249","10","1","2","5","0","11","4","1","10","0","3","451344"
"12402","Chriss Lindenau","69","0","DE-AT-CH","DE","1201","10","1","2","0","0","15","7","2","24","0","14","387792"
"12403","Bernd Dupont","69","0","DE-AT-CH","DE","601","10","1","5","0","0","21","9","3","46","0","10","366348"
"12404","Claas Rissom","69","0","DE-AT-CH","DE","1742","10","1","12","0","0","65","6","1","33","0","11","605181"
"12405","Christopher Peterson2","69","0","Midwest","US","1494","11","1","4","0","0","12","5","1","28","0","7","598553"
"12406","Richard Sharpe IV","69","0","New York","US","866","11","1","4","1","0","22","7","4","36","1","10","478567"
"12407","Jermu Laine","69","0","Finland","FI","1539","11","1","4","0","0","30","4","1","34","0","12","225432"
"12408","Colin Smith4","69","0","Australia/NZ","AU","1239","12","1","2","0","0","11","6","2","18","0","15","307779"
"12409","Flavien Tesniere","69","0","France","FR","1905","12","1","4","0","0","14","5","1","32","0","12","566986"
"12410","Jason Davies","69","0","Australia/NZ","AU","1663","13","1","8","0","0","36","3","2","32","0","14","507166"
"12411","Chris J Newman","69","0","UK and I","GB","1803","6","0","1","0","0","1","4","1","12","0","6","435745"
"12412","Daniel Rowe","69","0","New England","US","1620","6","0","1","0","0","3","4","1","11","0","7","17763"
"12413","Dallas Sullivan","69","0","Florida","US","1688","6","0","1","0","0","4","4","1","12","0","13","95870"
"12414","Paul Jourdain","69","0","Texas","US","2167","6","0","1","0","0","14","2","1","10","0","11","91688"
"12415","Timothy Salvatore","69","0","Canada","CA","2306","7","0","1","0","0","1","3","1","12","0","17","498182"
"12416","Scott Garner","69","0","Northwest","US","1071","7","0","2","0","0","2","7","2","20","0","13","42186"
"12417","Pedro Pacho","69","0","Hispanoamérica","AR","1851","7","0","1","0","0","4","3","1","25","0","8","525825"
"12418","Russell Mead","69","0","UK and I","GB","1699","7","0","1","0","0","12","4","1","9","0","10","330280"
"12419","Aston Wilby","69","0","UK and I","GB","2177","8","0","1","0","0","1","3","1","14","0","15","109386"
"12420","Jeff Bieber","69","0","Carolina","US","1558","8","0","1","0","0","1","4","1","3","0","19","109755"
"12421","Pascal Benz","69","0","DE-AT-CH","DE","1871","8","0","1","0","0","1","3","1","10","0","9","317984"
"12422","Ian Carder","69","0","Pennsylvania","US","2027","8","0","1","0","0","2","3","1","11","0","9","425570"
"12423","Willem Van Rassel","69","0","Benelux","NL","905","8","0","3","0","0","10","8","2","31","0","16","528776"
"12424","Darren Thomson","69","0","UK and I","GB","1776","9","0","2","0","0","3","4","1","6","0","6","387331"
"12425","Alesis Navarrete","69","0","Hispanoamérica","AR","2554","10","0","1","0","0","0","3","1","14","0","13","252618"
"12426","Maxim Zuevskiy","69","0","Central-Eastern Europe","RU","2507","10","0","1","0","0","6","2","1","12","0","11","545622"
"12427","Nick Steinman","69","0","New York","US","1486","10","0","2","0","0","10","4","1","23","0","15","46672"
"12428","Lukas Baaser","69","0","DE-AT-CH","DE","1467","10","0","2","0","0","14","6","2","36","0","9","589995"
"12429","Adrian Bergaz","69","0","Iberia","ES","1274","10","0","8","0","0","27","7","2","111","0","13","624765"
"12430","Nicolas Herpoux","69","0","France","FR","2045","11","0","2","0","0","6","3","1","24","0","13","476478"
"12431","Sergio Bianco","69","0","Italy","IT","2646","11","0","1","0","0","8","2","1","9","0","12","310206"
"12432","Ruben van.den Hudding","69","0","Benelux","NL","2645","12","0","1","0","0","7","2","1","11","0","10","353426"
"12433","Jack Relph4","69","0","UK and I","GB","1390","12","0","2","0","0","7","6","2","19","0","15","593296"
"12434","Troy Donaldson","69","0","Canada","CA","1087","12","0","4","0","0","12","5","2","11","0","8","199723"
"12435","Roman Kucera","69","0","Central-Eastern Europe","CZ","1592","12","0","2","0","0","13","5","2","18","0","12","569258"
"12436","Robin Young","69","0","West","US","1055","12","0","4","0","0","20","5","2","59","0","15","460253"
"12437","Matthew Notley","69","0","UK and I","GB","2636","12","0","3","0","0","22","3","1","39","0","15","298607"
"12438","Christian Andreas Franz","69","0","DE-AT-CH","DE","4113","13","0","1","0","0","1","1","1","10","0","16","236819"
"12439","Romeo Dominguez","69","0","Iberia","ES","1380","13","0","3","0","0","8","5","2","21","0","9","566408"
"12440","James E Foster","69","0","Australia/NZ","AU","3959","13","0","1","0","0","9","1","1","11","0","15","158930"
"12441","Wan Lee Kui","69","0","Asia","MY","2370","13","0","3","0","0","12","2","1","27","0","12","558564"
"12442","Andrew Kotska","69","0","Canada","CA","1404","13","0","3","0","0","13","4","2","37","0","14","150608"
"12443","Cody Fletcher","69","0","Mid-South","US","1785","13","0","2","0","0","13","3","2","10","0","14","371648"
"12444","Ulrich Wege","69","0","DE-AT-CH","DE","1246","13","0","4","0","0","18","5","2","79","0","12","569780"
"12445","Chris Pental","69","0","New England","US","476","13","0","10","0","0","28","10","3","58","0","17","540911"
"12446","Liam J Jacobs","69","0","Australia/NZ","NZ","1745","13","0","3","0","0","33","3","1","19","0","15","332172"
"12447","Tomasz Gawron","69","0","Central-Eastern Europe","PL","3290","14","0","1","0","0","4","1","1","12","0","16","401251"
"12448","James C Jones","69","0","West","US","674","14","0","5","0","0","22","8","4","26","0","15","478727"
"12449","Daniel M Murphy","69","0","New York","US","583","14","0","9","0","0","29","9","6","63","0","13","93164"
"12450","Peter Bauld","69","0","UK and I","GB","954","14","0","14","0","0","42","10","3","132","0","15","553650"
"12451","Jonathan Ace","69","0","Pennsylvania","US","1226","15","0","8","0","0","52","7","5","64","0","15","427236"
"12452","Dallas Johnson","69","0","Virginias","US","1703","16","0","3","0","0","14","3","1","21","0","16","593231"
"12453","Dani Blanco","69","0","Iberia","ES","5399","17","0","3","0","0","22","1","2","16","0","17","547632"
"12454","Coco Giaco","69","0","France","FR","1780","17","0","6","0","0","37","3","3","33","0","15","390216"
"12455","Ferdinand von und zu Hoensbroech","68","0","DE-AT-CH","DE","1033","10","4","12","3","0","56","6","2","168","0","4","573742"
"12456","Furkan Ulvan","68","0","International Club","TR","1374","11","2","5","0","0","5","5","1","34","1","12","527904"
"12457","Scarlett Zanoni","68","0","DE-AT-CH","AT","823","12","0","9","0","0","26","10","3","82","0","11","604532"
"12458","Frank Chen","68","0","Northwest","US","1653","13","0","6","0","0","24","3","1","57","0","15","417448"
"12459","Alex Cordiner","68","0","UK and I","GB","1294","3","2","3","3","1","11","7","1","9","0","9","512971"
"12460","Leo Schulz2","68","0","DE-AT-CH","DE","858","10","1","3","25","1","11","7","2","30","2","2","326365"
"12461","Frédéric Fiers","68","0","Benelux","BE","1261","4","2","2","0","0","11","6","1","18","0","5","543866"
"12462","Kevin Thomas6","68","0","UK and I","GB","1442","11","2","9","0","0","24","5","2","88","0","10","589700"
"12463","Ken Wood","68","0","Atlantic","US","681","12","2","8","0","0","24","10","4","28","0","16","87089"
"12464","Senan Bird2","68","0","DE-AT-CH","CH","698","13","2","6","0","0","26","10","4","36","0","14","606344"
"12465","D De Ligt","68","0","Benelux","NL","1257","2","1","1","3","0","0","6","1","11","0","2","116805"
"12466","Neil Hunter","68","0","Canada","CA","1708","2","1","1","0","0","4","6","1","10","0","2","455454"
"12467","Akane Misaki","68","0","Japan","JP","1896","2","1","1","0","0","6","6","1","14","0","2","636206"
"12468","Owen Aaron2","68","0","Georgia","US","820","2","1","1","1","0","7","6","1","11","1","1","314215"
"12469","James Foreman","68","0","West","US","1296","3","1","1","0","0","1","6","1","11","0","6","356158"
"12470","Lutz Ilgner","68","0","DE-AT-CH","DE","1193","4","1","1","0","0","1","6","1","11","0","12","570872"
"12471","Olivier Combes","68","0","France","FR","1381","5","1","1","0","0","0","4","1","10","0","4","412801"
"12472","Alexandre Irwin","68","0","Canada","CA","1305","5","1","1","0","0","5","5","1","12","0","11","587994"
"12473","Philip Gutwill","68","0","DE-AT-CH","DE","1565","5","1","1","0","0","6","11","1","9","0","14","377471"
"12474","sergio Costantino","68","0","Italy","IT","850","7","1","2","0","0","10","8","2","21","0","8","92777"
"12475","Xiayufei Li","68","0","Asia","CN","1586","7","1","2","0","0","12","4","1","24","0","9","496746"
"12476","Zinedine Pozoglou","68","0","Australia/NZ","AU","1333","8","1","3","2","0","12","5","1","73","1","7","542613"
"12477","Toni Gomez","68","0","Iberia","ES","1313","11","1","2","0","0","5","6","2","22","0","9","561687"
"12478","Jad Khalife2","68","0","Canada","CA","1402","11","1","2","0","0","9","5","1","12","0","3","370082"
"12479","Berako Ander","68","0","Iberia","ES","1389","11","1","2","0","0","18","5","1","15","0","7","419329"
"12480","Bobby Wood","68","0","West","US","919","12","1","4","0","0","24","7","3","17","0","8","484819"
"12481","Alejandro Medina","68","0","Mexico","MX","1489","12","1","5","0","0","38","4","1","8","0","15","408118"
"12482","Scott Kirchner","68","0","Indiana","US","1122","13","1","4","0","0","18","7","4","24","0","13","221786"
"12483","Tom Perry","68","0","Indiana","US","1644","6","0","1","0","0","3","4","1","25","0","17","361532"
"12484","James Whitley","68","0","Australia/NZ","AU","1786","7","0","1","0","0","1","3","1","12","0","13","320736"
"12485","Victor Pina","68","0","Iberia","ES","1802","7","0","1","0","0","1","5","1","9","0","9","580619"
"12486","Kody Springstead","68","0","New York","US","1610","7","0","1","0","0","3","4","1","11","0","16","567037"
"12487","Javier Mas Nicolau","68","0","Iberia","ES","1701","7","0","1","0","0","4","4","1","11","0","4","309770"
"12488","Jarno Madmans","68","0","Benelux","NL","1344","7","0","1","0","0","5","3","1","12","0","17","550052"
"12489","Adam Zemke","68","0","Illinois","US","1574","8","0","2","0","0","1","4","1","22","0","17","349551"
"12490","Andrew Fitch","68","0","UK and I","GB","1031","8","0","2","0","0","2","8","2","23","0","15","419909"
"12491","Asier García2","68","0","Iberia","ES","1733","8","0","1","0","0","5","4","1","25","0","10","396777"
"12492","Alejandro Cebrecos","68","0","Iberia","ES","1673","8","0","1","0","0","6","3","1","11","0","5","445193"
"12493","Nick Duran","68","0","Texas","US","1855","8","0","1","0","0","8","3","1","12","0","9","393396"
"12494","Chase Stoltz","68","0","Northwest","US","1497","8","0","3","0","0","17","6","1","27","0","8","613594"
"12495","Szabolcs Simon","68","0","Central-Eastern Europe","RO","2230","9","0","1","0","0","0","3","1","14","0","15","474091"
"12496","Borja Valero","68","0","Iberia","ES","2032","10","0","1","0","0","1","3","1","10","0","10","170273"
"12497","Zac Fowler","68","0","Atlantic","US","2228","10","0","1","0","0","3","3","1","11","0","19","202031"
"12498","Furkan Yahsi2","68","0","International Club","TR","2160","10","0","1","0","0","6","3","1","11","0","12","158032"
"12499","Jeffrey van Weede","68","0","Benelux","NL","2153","10","0","1","0","0","10","3","1","11","0","10","227089"
"12500","Teja Potamsetty","68","0","New Jersey","US","1752","10","0","3","0","0","12","3","1","35","0","8","419824"
"12501","Tuomas Turunen","68","0","Finland","FI","1595","10","0","4","0","0","15","5","1","36","0","9","132981"
"12502","Ihsan Yetisen","68","0","International Club","TR","1144","10","0","2","0","0","21","6","2","22","0","7","577409"
"12503","Alexander Schirner","68","0","DE-AT-CH","DE","977","10","0","3","0","0","22","7","2","28","0","15","386686"
"12504","Alvaro Santos Monzo","68","0","Iberia","ES","1567","10","0","5","0","0","34","4","1","56","0","8","533622"
"12505","Tobias Fey","68","0","DE-AT-CH","DE","2500","11","0","1","0","0","4","2","1","3","0","7","316284"
"12506","Freddy Llempen","68","0","International Club","PE","2411","11","0","1","0","0","5","3","1","12","0","17","260482"
"12507","Roger Loth","68","0","DE-AT-CH","DE","1050","11","0","4","0","0","10","5","2","79","0","12","457528"
"12508","Henri Koponen","68","0","Finland","FI","2370","11","0","2","0","0","16","2","1","6","0","6","556174"
"12509","Brandon N Hodges","68","0","Great Plains","US","1478","11","0","2","0","0","20","5","2","20","0","9","521269"
"12510","Marcio Mendes","68","0","Brazil","BR","1271","11","0","5","0","0","34","5","2","57","0","10","348618"
"12511","Lucas Burt","68","0","Australia/NZ","AU","1289","11","0","7","0","0","37","7","3","71","0","14","570449"
"12512","Michael Calderon2","68","0","International Club","CR","1670","12","0","2","0","0","3","4","1","5","0","7","532250"
"12513","MJ Perry","68","0","New York","US","1715","12","0","4","0","0","7","3","2","35","0","15","393712"
"12514","Aaron Chan","68","0","California Club","US","1675","12","0","2","0","0","8","5","2","23","0","6","547989"
"12515","Scarlett Di Marco","68","0","Iberia","PT","1506","12","0","2","0","0","9","4","2","26","0","14","596943"
"12516","Jack Mazury","68","0","Canada","CA","2478","12","0","2","0","0","12","2","1","24","0","13","424134"
"12517","Luke Steger","68","0","Australia/NZ","AU","1290","12","0","2","0","0","14","3","2","11","0","9","564052"
"12518","Richard Williams9","68","0","UK and I","GB","1074","12","0","3","0","0","18","6","2","25","0","14","540602"
"12519","Ieuan Hennessey","68","0","UK and I","GB","1746","12","0","3","0","0","18","3","1","23","0","8","558774"
"12520","William Lewis8","68","0","West","US","1451","12","0","6","0","0","25","5","2","60","0","10","487794"
"12521","Mikel S Martinez","68","0","UK and I","GB","1500","13","0","2","0","0","8","5","2","5","0","12","566984"
"12522","Josue Alcayde Fernandez","68","0","Iberia","ES","3126","13","0","3","0","0","15","2","1","20","0","13","427581"
"12523","Dustin Oberloh","68","0","California Club","US","1366","13","0","3","0","0","21","5","3","15","0","8","526046"
"12524","Rudy Beslard","68","0","France","FR","1232","13","0","3","0","0","23","11","2","36","0","15","616817"
"12525","Daniel Szollar","68","0","DE-AT-CH","DE","1261","13","0","5","4","0","25","6","2","59","1","9","619269"
"12526","Christopher Watson5","68","0","UK and I","GB","731","13","0","9","0","0","48","7","4","64","0","12","297955"
"12527","Taylor Mills","68","0","UK and I","GB","4418","14","0","1","0","0","10","1","1","12","0","16","306358"
"12528","Matt Slifka","68","0","Illinois","US","2170","14","0","2","0","0","13","3","2","19","0","15","337439"
"12529","Pablo Merino","68","0","Iberia","ES","1964","14","0","3","0","0","15","3","2","28","0","15","573732"
"12530","Jonas Koberstein3","68","0","DE-AT-CH","DE","2438","14","0","2","0","0","16","2","1","20","0","7","395478"
"12531","Mark Hesling","68","0","UK and I","GB","1141","14","0","3","0","0","18","5","2","25","0","13","270225"
"12532","Chrs Shelton","68","0","Texas","US","1576","14","0","3","0","0","18","4","2","10","0","9","400709"
"12533","Carlos Freixes","68","0","Iberia","ES","1763","14","0","3","0","0","23","3","2","17","0","15","559980"
"12534","Michael VanDerMeid","68","0","New York","US","965","14","0","4","0","0","24","5","2","38","0","12","491533"
"12535","Jay Vos","68","0","Benelux","NL","848","14","0","6","0","0","35","6","5","44","0","8","506493"
"12536","Janne Kivimaki","68","0","Finland","FI","1509","15","0","7","0","0","48","6","4","66","0","14","607206"
"12537","Miguel Vicente","68","0","Iberia","ES","1514","17","0","5","0","0","25","4","5","31","0","11","351393"
"12538","Varun Patel2","67","0","Great Plains","US","1510","7","4","7","0","0","40","5","2","21","0","8","470564"
"12539","Igor Perez de Onraita","67","0","Iberia","ES","723","13","0","17","0","0","85","9","4","199","0","10","627211"
"12540","Jean Brunet","67","0","Canada","CA","1683","9","2","10","0","0","46","4","1","89","0","9","290360"
"12541","Anthony Pécatte","67","0","France","FR","1055","6","2","3","25","1","19","5","1","66","0","7","433237"
"12542","Florian Lenker","67","0","DE-AT-CH","DE","1250","1","1","1","10","1","1","6","1","10","0","3","351081"
"12543","Matthew Bowley","67","0","Australia/NZ","AU","1205","9","1","2","10","1","14","5","2","13","0","6","430816"
"12544","Jack Walster3","67","0","UK and I","GB","1508","8","4","10","5","0","56","6","1","90","1","13","635031"
"12545","Laurent PONCET","67","0","France","FR","1312","6","3","5","0","0","36","4","1","44","0","8","285427"
"12546","Jannik Feldmann","67","0","DE-AT-CH","DE","1340","3","2","2","0","0","14","6","1","28","0","8","581652"
"12547","Miguel Vizcaino","67","0","Iberia","ES","1167","4","2","2","0","0","6","8","1","20","0","6","558923"
"12548","Gary DeMoss","67","0","Florida","US","1510","5","2","3","0","0","3","5","1","36","0","16","526550"
"12549","David Given","67","0","UK and I","GB","1292","7","2","6","0","0","13","6","1","67","0","9","502037"
"12550","Eric Frazier","67","0","Carolina","US","738","8","2","4","3","0","22","10","2","28","0","7","464112"
"12551","Skyler Morris","67","0","Michigan","US","868","8","2","5","11","0","36","7","3","52","0","6","417698"
"12552","Adrià Pérez Castro","67","0","Iberia","AD","1054","11","2","4","0","0","8","7","3","34","0","15","551234"
"12553","Raymond Batson","67","0","Mid-South","US","1156","2","1","1","0","0","0","5","1","12","0","6","168831"
"12554","Eduardo Ramalho","67","0","Iberia","PT","1323","3","1","1","0","0","1","4","1","11","0","7","599996"
"12555","David Lowerson","67","0","UK and I","GB","1584","5","1","2","0","0","1","7","1","6","0","14","160200"
"12556","Paul D Jackson","67","0","UK and I","GB","1551","5","1","1","5","0","4","4","1","10","1","1","98296"
"12557","Till Kolig","67","0","DE-AT-CH","DE","1523","5","1","1","0","0","5","5","1","9","0","16","390065"
"12558","Steve Williams","67","0","New York","US","715","5","1","2","0","0","8","9","2","14","0","14","430745"
"12559","Ander Arteaga","67","0","Iberia","ES","1456","5","1","1","0","0","8","4","1","9","0","7","464322"
"12560","Nicholas Marriott","67","0","Australia/NZ","AU","1303","6","1","2","0","0","8","4","1","28","0","3","427742"
"12561","Jeff Perkins","67","0","New England","US","1446","6","1","2","0","0","10","5","1","22","0","7","33129"
"12562","Jarrod Smith","67","0","Australia/NZ","AU","1408","6","1","3","0","0","17","4","1","9","0","8","511636"
"12563","Michael Luecke","67","0","Mid-South","US","1145","7","1","2","0","0","0","7","2","21","0","7","607898"
"12564","Daniel Pereira3","67","0","Iberia","PT","1483","7","1","3","0","0","14","4","1","30","0","15","449320"
"12565","Christopher Anderson8","67","0","Australia/NZ","AU","1222","9","1","2","0","0","8","6","1","28","0","8","520188"
"12566","Manuel Sánchez Blanco","67","0","Iberia","ES","1166","9","1","4","0","0","29","4","2","13","0","9","391433"
"12567","Javier Gutierrez Gomez","67","0","Iberia","ES","1322","10","1","2","0","0","15","5","1","10","0","5","519596"
"12568","Tuomas Korhonen","67","0","Finland","FI","718","10","1","3","0","0","16","9","2","25","0","13","384015"
"12569","Lasse Jensen2","67","0","Scandinavia","DK","1180","10","1","4","0","0","18","6","1","30","0","5","583852"
"12570","Thiago Karas","67","0","Brazil","BR","1360","10","1","5","0","0","21","4","1","45","0","6","400750"
"12571","Jayson Walberg","67","0","Midwest","US","1487","10","1","4","0","0","22","4","1","35","0","7","593710"
"12572","Michael Mammano2","67","0","New York","US","1619","11","1","2","0","0","4","5","1","10","0","11","581034"
"12573","Mike Watts","67","0","Carolina","US","1419","11","1","2","0","0","5","6","1","13","0","8","325978"
"12574","Colin Sansam","67","0","UK and I","GB","1388","11","1","21","0","0","70","6","2","237","0","12","230191"
"12575","Shayne Goode","67","0","Canada","CA","1371","12","1","5","0","0","5","4","2","35","0","12","125537"
"12576","Kyle Illa","67","0","Midwest","US","1262","12","1","4","0","0","8","4","1","6","0","13","478797"
"12577","Taylor Radke","67","0","Australia/NZ","AU","1264","12","1","2","0","0","14","5","1","11","0","6","277294"
"12578","Matt Bremer","67","0","Illinois","US","1275","12","1","4","0","0","19","11","2","73","0","15","617020"
"12579","Alan McCoy","67","0","Australia/NZ","AU","1193","12","1","4","1","0","24","7","2","33","0","9","508557"
"12580","David NARBONNE","67","0","France","FR","1645","6","0","1","0","0","8","5","1","25","0","9","311045"
"12581","Antonio Acosa","67","0","Iberia","ES","1556","6","0","1","0","0","8","4","1","9","0","13","398886"
"12582","Christopher Rotta8","67","0","Canada","CA","1654","6","0","1","0","0","10","4","1","3","0","9","218831"
"12583","Kevin Bailey4","67","0","Northwest","US","1770","8","0","1","0","0","6","3","1","10","0","12","343937"
"12584","Ivan Rodrigo","67","0","Iberia","ES","1781","8","0","2","0","0","7","3","1","50","0","9","609012"
"12585","Sam Huard","67","0","Canada","CA","1654","9","0","1","0","0","4","4","1","12","0","13","252182"
"12586","Mark Travner2","67","0","Central-Eastern Europe","SI","2192","9","0","1","0","0","5","3","1","25","0","14","213048"
"12587","Todd Aitchison","67","0","New York","US","1959","9","0","1","2","0","8","3","1","14","1","1","616090"
"12588","Ilari Aarnio","67","0","Finland","FI","1976","9","0","1","0","0","9","3","1","12","0","19","516165"
"12589","Damien Allo","67","0","Benelux","BE","1904","9","0","1","0","0","13","3","1","9","0","9","532305"
"12590","Sander Geert Albert Vrieling","67","0","Benelux","NL","2168","10","0","1","0","0","5","3","1","12","0","14","327676"
"12591","Chris Beardy Howard","67","0","UK and I","GB","1991","10","0","1","0","0","7","3","1","12","0","15","219524"
"12592","David Hebert2","67","0","Virginias","US","856","11","0","3","0","0","7","8","3","26","0","7","505881"
"12593","Reginald Greenfield","67","0","Asia","SA","1643","11","0","3","0","0","22","4","1","8","0","9","419723"
"12594","Jake C Attard","67","0","Australia/NZ","AU","1576","11","0","3","0","0","32","3","2","10","0","11","394157"
"12595","Olivier FREUND","67","0","France","FR","2916","12","0","1","0","0","0","2","1","12","0","13","459197"
"12596","Nelson Bernardo","67","0","Iberia","ES","1044","12","0","3","0","0","3","6","2","34","0","17","574040"
"12597","Simon Wareham","67","0","UK and I","GB","1769","12","0","2","0","0","5","4","1","13","0","16","20676"
"12598","TESSELON damien","67","0","France","FR","1922","12","0","2","0","0","6","3","1","24","0","16","497690"
"12599","Christian Neeb","67","0","DE-AT-CH","DE","1649","12","0","2","0","0","6","3","1","23","0","12","513892"
"12600","James Lowe5","67","0","Canada","CA","1457","12","0","2","0","0","8","5","2","33","0","16","481321"
"12601","Justin Gurney","67","0","California Club","US","1755","12","0","3","0","0","11","4","1","18","0","9","542022"
"12602","Marcelo Colombo","67","0","Brazil","BR","1268","12","0","3","0","0","12","7","2","33","0","13","215036"
"12603","Zac Nicol","67","0","Australia/NZ","AU","1859","12","0","2","0","0","14","3","2","23","0","6","374556"
"12604","Jacob Anderson7","67","0","Northwest","US","2655","12","0","1","0","0","14","2","1","9","0","16","435144"
"12605","Tommy Knudsen","67","0","Scandinavia","NO","1514","13","0","2","0","0","4","4","2","24","0","17","593994"
"12606","Francisco Massello","67","0","Hispanoamérica","AR","2783","13","0","1","0","0","9","2","1","26","0","14","361419"
"12607","Heli Fernandes Silva","67","0","Brazil","BR","1814","13","0","3","0","0","11","3","1","17","0","17","353567"
"12608","Isaac Kotschner","67","0","Australia/NZ","AU","1667","13","0","2","0","0","13","4","2","26","0","6","250605"
"12609","Moataz Mardini","67","0","California Club","US","1316","13","0","4","0","0","13","4","4","19","0","10","377363"
"12610","Don Coleman","67","0","Florida","US","1409","13","0","3","0","0","13","6","2","33","0","10","569560"
"12611","Joel Sevigny","67","0","Canada","CA","1251","13","0","3","0","0","17","5","2","30","0","12","318366"
"12612","Mathias Große","67","0","DE-AT-CH","DE","1922","13","0","3","0","0","17","3","1","4","0","12","413942"
"12613","Vinicius Machado","67","0","Brazil","BR","1869","13","0","3","0","0","18","3","1","25","0","12","336524"
"12614","Justin Madley","67","0","UK and I","GB","1593","13","0","4","0","0","19","4","1","25","0","9","121967"
"12615","Jim R Simpson","67","0","New York","US","1425","13","0","4","0","0","22","5","2","46","0","14","555558"
"12616","Juanan Torrano","67","0","Iberia","ES","2141","13","0","3","0","0","24","3","1","22","0","9","369707"
