"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"4774","Eneko Astorkiza","222","0","Iberia","ES","1518","7","6","11","13","1","81","5","3","112","2","8","418004"
"4775","Jonatan Perez Rodriguez","222","0","Iberia","ES","1862","9","3","6","16","1","39","5","3","64","0","9","238268"
"4776","Thomas Van Winkle","222","0","Ohio","US","1434","10","3","7","9","1","32","6","4","63","0","6","378002"
"4777","Aiden O'Nions","222","0","Michigan","US","2267","3","2","2","7","1","9","3","2","22","0","3","470819"
"4778","Aldo Flores","222","0","Illinois","US","1406","9","2","6","2","1","11","7","4","59","0","8","385043"
"4779","Etienne Albeau","222","0","France","FR","1098","11","2","8","10","1","42","6","6","78","0","7","87817"
"4780","Tristan Gray","222","0","Australia/NZ","AU","1693","9","1","5","25","1","27","4","4","82","0","9","424797"
"4781","Musa Sinan Dogru","222","0","International Club","TR","1300","9","6","18","0","0","116","7","5","142","0","9","578954"
"4782","Sam DeWitt","222","0","Carolina","US","1172","9","3","7","3","0","29","10","4","54","0","11","225225"
"4783","Matti Helenius2","222","0","Finland","FI","1883","6","2","5","0","0","15","4","3","59","0","11","536597"
"4784","Eskil Larsen","222","0","Scandinavia","NO","1764","6","2","5","0","0","18","5","3","63","0","12","425816"
"4785","Josh Falcus","222","0","UK and I","GB","4229","7","2","5","0","0","27","2","2","64","0","5","452207"
"4786","Pablo Lorenzo Granizo","222","0","Iberia","ES","2947","8","2","5","0","0","19","2","2","57","0","7","300851"
"4787","Jasper van den Berg","222","0","Benelux","NL","1485","8","2","6","0","0","25","5","4","75","0","8","567833"
"4788","Roberto Baez","222","0","Iberia","ES","1568","9","2","6","0","0","11","5","4","65","1","11","418676"
"4789","Henk Dekker","222","0","Australia/NZ","AU","615","10","2","39","0","0","113","8","8","384","0","12","82613"
"4790","Petr Stipek","222","0","Central-Eastern Europe","CZ","2075","7","1","3","0","0","9","3","3","50","0","15","432599"
"4791","Patrick Brühl","222","0","DE-AT-CH","ES","1647","8","1","5","0","0","11","5","4","37","0","13","444338"
"4792","Ian Brok","222","0","Northwest","US","1593","9","1","6","0","0","29","4","4","60","0","11","401404"
"4793","Neil Ferrier","222","0","UK and I","GB","1958","11","1","4","0","0","16","2","4","37","1","8","352613"
"4794","Ale Robles","222","0","Iberia","ES","2819","11","1","4","0","0","23","3","2","58","0","12","586121"
"4795","Terry O'Neill","222","0","Australia/NZ","AU","586","11","1","11","0","0","77","9","8","135","0","14","372873"
"4796","Arthur Simon","222","0","France","FR","1992","11","0","6","0","0","19","3","3","85","0","12","599531"
"4797","Brian Molitor","222","0","Carolina","US","2871","15","0","6","0","0","24","2","5","33","0","12","348523"
"4798","Dylan Sartori","221","0","New York","US","1121","11","7","18","62","6","56","4","5","124","7","7","418190"
"4799","Hendrik Kruse","221","0","DE-AT-CH","DE","8021","2","7","7","35","3","30","1","1","70","3","2","372547"
"4800","Allan Moreira","221","0","Brazil","BR","1499","10","4","16","0","0","88","5","4","265","0","9","190579"
"4801","Barry White","221","0","UK and I","GB","1239","8","3","14","0","0","59","8","5","136","0","10","279281"
"4802","Alina Kovtun","221","0","Central-Eastern Europe","RU","1909","10","3","10","0","0","58","4","3","73","0","11","438308"
"4803","Steven Grumley","221","0","Australia/NZ","AU","1023","11","3","25","1","0","129","6","7","251","2","10","561053"
"4804","Jamil Hasanli Rogers","221","0","Asia","GB","1210","4","7","9","44","3","38","7","4","97","2","9","438750"
"4805","Hayley Pannenburg","221","0","Australia/NZ","AU","988","9","6","12","17","3","26","8","4","117","0","15","424799"
"4806","Chase Barham","221","0","Georgia","US","1573","9","11","27","20","2","136","7","4","240","0","7","520475"
"4807","Noe Guerrero","221","0","Texas","US","1347","6","4","6","9","1","8","6","3","68","2","5","330481"
"4808","Matt Emmens","221","0","UK and I","GB","1424","7","3","7","16","1","33","5","4","65","3","4","385849"
"4809","Jack Hedgcoxe","221","0","Texas","US","2081","10","2","5","10","1","24","4","4","31","1","10","403801"
"4810","Javier Vazquez","221","0","Iberia","ES","1111","9","6","13","0","0","60","8","6","82","0","7","357053"
"4811","James T Armstrong","221","0","UK and I","GB","4361","7","4","5","0","0","24","1","2","49","0","8","423299"
"4812","Devin M Bosch","221","0","Illinois","US","1196","9","4","9","4","0","56","6","6","120","0","6","329929"
"4813","Danny Vaughn","221","0","Carolina","US","1872","7","3","4","0","0","19","4","3","46","0","8","405395"
"4814","Kjetil Olsen","221","0","Scandinavia","NO","1434","10","3","8","0","0","33","4","5","76","0","9","464303"
"4815","TJ Hanegraaf","221","0","Benelux","NL","1622","7","2","6","0","0","38","4","3","60","0","8","446370"
"4816","Simon Mathieson","221","0","Australia/NZ","AU","1492","9","2","5","0","0","17","4","5","42","0","7","445441"
"4817","Ryan McLean2","221","0","Carolina","US","1364","10","2","7","0","0","26","5","4","63","0","6","462541"
"4818","Roberto Glez","221","0","Iberia","ES","1493","11","2","8","0","0","48","4","4","73","0","13","597369"
"4819","Juan Quijano","221","0","Iberia","ES","866","11","2","11","0","0","53","6","6","151","0","10","165899"
"4820","Mi?osz Mikos","221","0","Central-Eastern Europe","PL","1439","11","2","8","3","0","76","6","5","70","1","9","497795"
"4821","David Mora","221","0","Iberia","ES","1425","9","1","5","0","0","16","4","3","45","0","15","548422"
"4822","Jason Foreman","221","0","UK and I","GB","1615","9","1","7","3","0","28","4","3","69","0","7","172888"
"4823","Aitor Fernandez Blanco","221","0","Iberia","ES","2307","11","1","4","0","0","15","2","3","33","0","15","357733"
"4824","Tommy Warner","221","0","Iberia","ES","1797","13","1","8","0","0","22","3","3","64","0","16","279450"
"4825","Dennis Wehdeking","221","0","DE-AT-CH","DE","2368","13","1","6","0","0","53","2","3","53","0","10","44063"
"4826","Naoki A Hayashi","221","0","Japan","JP","2063","14","1","12","0","0","48","3","4","117","0","14","426137"
"4827","Matt Jensen","221","0","Canada","CA","1565","10","0","5","0","0","19","4","4","71","0","13","202840"
"4828","Bailey Fridd","221","0","Australia/NZ","AU","3864","12","0","4","0","0","33","1","3","28","0","11","370383"
"4829","Christian Sickert","220","0","DE-AT-CH","DE","1345","9","5","16","0","0","73","7","4","200","0","10","620885"
"4830","Rami Shahin2","220","0","Canada","CA","1125","10","4","18","0","0","70","7","7","152","0","8","574215"
"4831","Juan Sirera2","220","0","Iberia","ES","1024","11","3","20","0","0","66","5","6","215","0","14","616166"
"4832","Barry Langford2","220","0","UK and I","GB","1272","9","13","42","50","5","246","7","4","398","7","7","589527"
"4833","Jens Drachsler","220","0","DE-AT-CH","DE","1462","8","6","12","23","2","43","5","4","148","0","7","624313"
"4834","Ciro Lopez Santana","220","0","Hispanoamérica","CL","1736","9","4","9","17","2","32","4","2","67","1","7","577679"
"4835","Rodrigo Hrebin","220","0","Hispanoamérica","AR","1465","7","8","14","9","1","82","5","3","153","1","9","600530"
"4836","Benjamin Tucker","220","0","Atlantic","US","1627","11","3","8","3","1","62","3","4","46","1","9","332364"
"4837","Dennis Van Der Schoor","220","0","Benelux","NL","1957","10","1","7","10","1","32","4","3","83","1","8","607195"
"4838","Thomas Bien","220","0","DE-AT-CH","DE","1311","7","6","8","11","0","26","7","4","95","0","8","354507"
"4839","Richard Allbert","220","0","DE-AT-CH","GB","1633","4","3","4","0","0","14","3","3","37","0","9","135758"
"4840","Jason Stalker","220","0","Canada","CA","1417","8","3","6","0","0","25","5","4","74","0","7","210194"
"4841","Philipp Klinger","220","0","DE-AT-CH","DE","6370","3","2","2","0","0","10","1","1","22","0","4","347537"
"4842","Jack Richardson3","220","0","UK and I","GB","1959","7","2","5","0","0","26","3","3","71","0","11","493949"
"4843","Andres Echavarria","220","0","Hispanoamérica","CO","1726","8","2","5","0","0","34","4","3","62","0","9","520910"
"4844","Dominik Bauer","220","0","DE-AT-CH","DE","1234","10","2","9","0","0","34","5","4","105","0","11","53632"
"4845","Nathan Thonon","220","0","Benelux","BE","1648","11","2","6","0","0","36","4","5","50","0","10","597404"
"4846","Troy Dolinschek","220","0","Africa/South Africa","ZA","3406","9","1","2","0","0","8","2","2","24","0","16","105375"
"4847","Cody Meadows","220","0","Virginias","US","1543","11","1","5","0","0","26","4","5","46","0","13","310483"
"4848","William Harper4","220","0","Great Plains","US","1839","11","1","8","0","0","41","5","5","75","0","9","613219"
"4849","Christian Bermejo","220","0","Iberia","ES","1725","12","1","6","0","0","15","3","4","67","0","12","502656"
"4850","Harald Quacken","220","0","DE-AT-CH","DE","1409","13","1","14","2","0","28","5","6","119","1","13","548478"
"4851","Lukas Lang","220","0","DE-AT-CH","DE","3633","10","0","4","0","0","18","2","2","61","0","15","372395"
"4852","Mark Bredbenner","220","0","New England","US","1452","12","0","10","0","0","11","5","6","79","0","13","336177"
"4853","Ed Rest","220","0","Carolina","US","3343","14","0","4","0","0","18","1","3","61","0","18","158687"
"4854","Benedetto Emanuele","219","0","Italy","IT","1537","10","4","15","6","1","59","3","3","122","0","8","51686"
"4855","Victor Yamasato2","219","0","Hispanoamérica","AR","1639","8","3","9","9","1","50","4","3","88","1","9","392051"
"4856","Pedro Calquin13","219","0","Hispanoamérica","CL","1405","10","4","16","0","0","80","4","4","167","0","8","622045"
"4857","Randolph Baker","219","0","International Club","US","493","12","1","61","0","0","190","6","8","583","0","15","494885"
"4858","Tatu Ekroth","219","0","Finland","FI","703","10","7","36","0","0","117","6","6","326","0","13","274528"
"4859","Teemu Kallio","219","0","Finland","FI","1327","9","5","14","7","1","52","5","4","96","1","10","182997"
"4860","Juan Cruz Vaccari Palmieri","219","0","Hispanoamérica","AR","698","10","3","19","24","1","69","8","7","231","0","10","548718"
"4861","Klaas De Boer","219","0","Benelux","NL","1648","5","2","4","11","1","29","5","3","34","1","3","554974"
"4862","Ilya A Kochnev","219","0","Central-Eastern Europe","RU","1256","9","2","6","11","1","22","6","6","74","0","9","559909"
"4863","Tim Wetzels","219","0","Asia","AF","1595","11","2","9","4","1","55","6","5","61","0","8","603137"
"4864","Renato Ali","219","0","DE-AT-CH","CH","2392","8","1","3","0","0","8","3","3","38","0","11","564094"
"4865","Sven Kropp","219","0","DE-AT-CH","DE","1502","9","1","5","0","0","20","11","4","58","0","8","585340"
"4866","Ken Kropp","219","0","Australia/NZ","AU","2797","10","1","3","0","0","10","2","2","25","0","12","342152"
"4867","Gerald Cathie","219","0","Pennsylvania","US","1526","10","1","10","0","0","41","6","5","92","1","11","394944"
"4868","Brendan Kaczmarek","219","0","Pennsylvania","US","2700","9","0","2","0","0","11","2","2","24","0","14","24180"
"4869","Rafael Costta","219","0","Brazil","BR","1545","9","0","5","0","0","21","4","4","51","0","9","565374"
"4870","Carlos A Perez","219","0","Iberia","ES","2032","11","0","4","0","0","22","3","4","47","0","10","401528"
"4871","Corey Bunch","219","0","Mid-South","US","2850","13","0","3","0","0","25","2","2","31","0","11","146697"
"4872","Loukadakis Thanos","218","0","International Club","GR","553","9","13","36","6","2","145","10","6","275","0","11","471574"
"4873","Agustin Miguel","218","0","Hispanoamérica","AR","1623","12","2","20","0","0","114","5","3","190","0","13","534864"
"4874","Chris Roberts11","218","0","Australia/NZ","AU","1495","5","7","11","30","3","50","7","3","116","2","4","534395"
"4875","Mihai N Zaharia","218","0","Central-Eastern Europe","RO","1935","7","6","11","10","1","64","4","3","118","2","7","594001"
"4876","Jeff Young","218","0","Ohio","US","1572","10","5","18","0","0","88","5","3","93","1","8","42351"
"4877","Oscar Mauricio Lopez Nieto","218","0","Hispanoamérica","CO","2136","11","4","13","18","2","53","2","2","111","1","8","77269"
"4878","Luke Bennett3","218","0","UK and I","GB","6768","2","3","3","31","2","12","1","1","36","2","1","418116"
"4879","Abanda Abanda","218","0","New Jersey","US","1343","9","3","9","22","2","43","4","5","97","2","8","425764"
"4880","Doug Gegenheimer","218","0","Mid-South","US","1838","9","4","11","6","1","32","5","4","108","0","10","16563"
"4881","Paul Murphy2","218","0","Australia/NZ","AU","1347","10","3","6","25","1","23","8","5","53","1","11","112573"
"4882","James Richards3","218","0","Midwest","US","1320","15","2","12","4","1","85","3","8","56","0","10","580717"
"4883","Christian Christensen","218","0","Scandinavia","DK","1498","7","4","6","1","0","34","5","4","80","0","9","604521"
"4884","Tim MacMillan","218","0","Florida","US","1622","8","4","7","7","0","19","7","4","62","1","7","199511"
"4885","Karim Toledano","218","0","France","FR","2179","4","2","2","0","0","3","3","2","25","0","4","433830"
"4886","Justus Bertelmann","218","0","DE-AT-CH","DE","1935","6","2","4","0","0","15","4","3","43","0","10","556926"
"4887","Dave Lowe2","218","0","Australia/NZ","AU","1631","6","2","6","0","0","19","5","3","62","0","8","361489"
"4888","Nilton Alves","218","0","Brazil","BR","1820","10","2","6","0","0","6","3","3","43","0","13","118277"
"4889","Stef Vanhaeren","218","0","Benelux","BE","2028","11","2","6","0","0","26","3","3","74","0","10","154503"
"4890","Simon Steffen","218","0","DE-AT-CH","DE","5952","2","1","1","1","0","8","1","1","11","0","2","445706"
"4891","Daniel Misdale","218","0","Australia/NZ","AU","3133","11","1","3","0","0","18","2","2","34","1","7","265602"
"4892","Andy Saunders","218","0","Canada","CA","1372","11","1","7","0","0","34","5","6","80","0","12","338004"
"4893","Arttu Hankonen","218","0","Finland","FI","2241","12","1","9","0","0","59","3","3","86","0","10","562006"
"4894","Yeray Andreuif","218","0","Iberia","ES","2171","14","0","7","0","0","36","3","5","41","0","14","292570"
"4895","Philipp Bereswill","217","0","DE-AT-CH","DE","5279","4","7","9","44","4","25","1","1","113","4","2","401687"
"4896","Uwe Kremer","217","0","DE-AT-CH","DE","1156","7","16","37","20","1","151","7","4","402","1","12","630308"
"4897","Brian K Emery","217","0","Georgia","US","771","10","13","100","1","0","385","8","6","1020","3","9","604573"
"4898","Zak Lawson","217","0","UK and I","GB","2069","9","8","18","8","1","71","3","2","175","0","9","104662"
"4899","Cole Williamson","217","0","Texas","US","1124","8","7","14","8","2","68","4","5","92","1","7","577563"
"4900","Justin Kaye","217","0","Georgia","US","2484","8","4","11","4","1","55","3","3","127","0","10","352442"
"4901","Joshua Van Treeck","217","0","Australia/NZ","AU","1885","9","3","7","14","1","29","4","2","60","1","4","528446"
"4902","Cyril Deforge","217","0","France","FR","5130","8","1","2","5","1","13","1","2","15","0","3","313425"
"4903","Samu Palomäki","217","0","Finland","FI","2219","8","1","3","23","1","22","3","3","47","0","3","17880"
"4904","Sebastian Kerlikowski","217","0","DE-AT-CH","DE","1566","8","3","6","0","0","34","3","3","61","0","9","341226"
"4905","Jakob HiãŸ","217","0","DE-AT-CH","DE","966","10","3","9","0","0","36","5","4","60","1","8","600394"
"4906","Harley Haughton","217","0","UK and I","GB","4712","5","2","3","0","0","26","1","1","30","0","9","314560"
"4907","Tony Powell","217","0","UK and I","GB","1797","12","2","17","0","0","73","3","3","138","0","13","338072"
"4908","Audry Maret","217","0","France","FR","1406","10","1","9","0","0","38","7","4","82","0","12","379355"
"4909","Stéphane Arribes","217","0","France","FR","1343","10","1","11","0","0","54","7","6","161","0","13","378880"
"4910","Sjoerd S Oegema","217","0","Benelux","NL","1446","13","1","11","0","0","63","4","6","96","0","11","521822"
"4911","Michael Finckbohner","217","0","DE-AT-CH","DE","3716","11","0","2","0","0","2","1","2","23","0","15","341883"
"4912","Jörg Michel Frank","217","0","DE-AT-CH","DE","2868","11","0","3","0","0","24","2","3","34","0","11","413475"
"4913","Julien Roy","217","0","Canada","CA","841","12","0","9","0","0","50","6","8","101","0","10","602648"
"4914","nicola Sammartino","216","0","Italy","IT","759","10","3","17","0","0","73","9","5","150","0","14","17425"
"4915","Flo Dahms","216","0","Canada","CA","2325","11","2","7","0","0","18","2","2","62","0","15","387304"
"4916","Carlos Cuadrado","216","0","Hispanoamérica","AR","1140","6","9","16","14","1","44","6","5","170","2","9","517867"
"4917","Benno Trip","216","0","Benelux","NL","1825","8","3","7","38","1","26","3","2","119","2","9","144151"
"4918","Lee Cronshaw","216","0","UK and I","GB","1536","10","3","9","11","1","53","5","4","83","0","9","350591"
"4919","Nicola Vedovelli2","216","0","Italy","IT","2004","2","2","2","10","1","8","3","2","24","1","2","441434"
"4920","Carlos Cabral","216","0","Iberia","PT","3278","8","6","9","0","0","51","1","3","86","0","8","151589"
"4921","Tyler Collins","216","0","Australia/NZ","AU","1648","8","3","5","1","0","21","4","3","76","0","6","256757"
"4922","Steve Kitzmann2","216","0","DE-AT-CH","DE","1565","10","3","7","0","0","19","4","3","82","0","7","313034"
"4923","Jordan Strudwick","216","0","UK and I","GB","2793","10","3","11","0","0","44","2","2","98","0","11","383567"
"4924","Jesse Jones","216","0","UK and I","GB","5174","8","2","3","0","0","25","1","1","36","0","7","85651"
"4925","Adrian Hosbak","216","0","DE-AT-CH","CH","1599","9","2","6","0","0","34","5","4","33","0","10","492213"
"4926","Fabi Kreim","216","0","DE-AT-CH","DE","2170","14","2","7","0","0","31","3","3","47","0","8","345205"
"4927","Udi Farin","216","0","California Club","US","1486","10","1","8","0","0","20","6","6","110","0","12","560045"
"4928","Mark Bean","216","0","UK and I","GB","1688","10","1","5","0","0","21","4","4","41","0","8","226375"
"4929","Jonathan Liles","216","0","Mid-South","US","1451","10","1","7","0","0","40","6","6","64","0","10","571955"
"4930","Douglas Ottenwess","216","0","California Club","US","2149","11","1","4","0","0","10","3","4","35","0","13","408371"
"4931","Benjamin Kreischer","216","0","New York","US","2606","12","1","5","0","0","11","2","2","44","0","11","393719"
"4932","Tamas Majorosi3","216","0","Central-Eastern Europe","HU","1704","12","1","6","0","0","25","4","4","68","0","8","368990"
"4933","EJ Wookey","216","0","California Club","US","1806","10","0","8","0","0","31","4","5","116","0","11","496204"
"4934","Donald Cepek","216","0","Ohio","US","1887","11","0","4","0","0","16","4","4","58","0","17","459322"
"4935","Derek Lovegrove","216","0","Australia/NZ","NZ","1450","11","0","9","0","0","24","5","5","101","0","14","522784"
"4936","Dominic Ryser","216","0","DE-AT-CH","CH","1203","11","0","11","0","0","36","7","8","103","0","11","550365"
"4937","Gorka Martiartu Gallastegi","216","0","Iberia","ES","3146","15","0","5","0","0","23","1","3","57","0","17","202843"
"4938","Nicholas Deluca","215","0","New Jersey","US","479","10","6","31","0","0","158","9","7","248","0","14","558333"
"4939","Donald Azevedo","215","0","California Club","US","1334","10","5","17","7","0","43","6","5","163","2","12","579809"
"4940","Juan Manuel Torresano Díaz-Galiano","215","0","Iberia","ES","726","9","8","19","30","2","135","6","7","152","4","7","520848"
"4941","Dylan Hubeek","215","0","Benelux","NL","1159","11","10","29","33","5","103","4","5","150","9","6","419313"
"4942","Andre Melchers II","215","0","Benelux","NL","5882","3","8","9","8","4","56","1","1","27","0","9","436324"
"4943","Marcus Fischer Nielsen","215","0","Scandinavia","DK","2027","7","6","10","10","1","30","3","3","93","1","8","420944"
"4944","Alfredo Amador","215","0","Mexico","MX","1697","6","4","7","10","1","28","6","3","80","1","8","415547"
"4945","James Underhill","215","0","UK and I","GB","1874","7","3","5","8","1","12","4","3","59","1","9","207029"
"4946","Cagri Kuscuoglu","215","0","International Club","TR","1800","8","3","6","14","1","36","5","3","67","1","3","593489"
"4947","Corey Nolan","215","0","Australia/NZ","AU","1854","11","1","7","10","1","30","3","4","54","1","10","545487"
"4948","Jorge Mansilla Salas","215","0","Iberia","ES","1235","10","4","11","0","0","62","5","4","120","0","9","441439"
"4949","Marcos Luque Gimenez","215","0","Iberia","ES","1605","9","3","5","0","0","7","5","4","40","1","4","331040"
"4950","Sergi Viñolas","215","0","Iberia","ES","1555","9","3","13","0","0","68","8","4","108","0","14","261973"
"4951","Robert Pendergest","215","0","Mid-South","US","2185","5","2","3","0","0","14","3","2","30","0","5","493360"
"4952","Béla Kátai","215","0","Central-Eastern Europe","HU","1793","6","2","3","0","0","3","4","3","33","0","9","549145"
"4953","Jeppe Johannessen","215","0","Scandinavia","NO","2499","9","1","3","0","0","12","2","2","13","0","10","231972"
"4954","Gabriel Hernandez","215","0","Iberia","ES","2670","11","1","3","0","0","15","2","3","24","0","14","390937"
"4955","Wesley Sandridge","215","0","Great Plains","US","463","13","1","22","0","0","83","8","8","153","0","17","573070"
"4956","Mitchell Boulton","215","0","Australia/NZ","AU","3916","13","0","5","0","0","37","1","3","48","0","11","69845"
"4957","David Rodriguez","215","0","Iberia","ES","3898","14","0","5","0","0","20","1","2","38","0","17","91060"
"4958","Florian Krüger","214","0","DE-AT-CH","DE","7209","2","23","24","426","18","72","1","1","614","16","3","252323"
"4959","James C. Armstrong","214","0","Canada","CA","2118","9","7","29","15","2","98","4","3","287","0","10","128591"
"4960","Chester Barkin","214","0","California Club","US","641","11","2","55","0","0","172","9","8","564","0","11","235890"
"4961","Alan  Ng","214","0","New Jersey","US","1274","11","5","16","8","1","51","7","4","132","1","7","511501"
"4962","David JQ Nunamaker","214","0","California Club","US","1610","8","7","14","13","0","67","5","4","147","1","10","517526"
"4963","Dennis Ulrich2","214","0","DE-AT-CH","DE","1367","9","4","12","0","0","31","6","4","73","0","13","554680"
"4964","Marcel Gast","214","0","DE-AT-CH","DE","1145","9","4","14","2","0","40","7","5","98","0","7","617473"
"4965","Julian Orozco","214","0","California Club","US","2539","8","1","7","0","0","21","2","3","61","0","13","220152"
"4966","Dylan Jordan","214","0","Australia/NZ","NZ","1587","13","0","12","0","0","65","5","5","86","0","12","609218"
"4967","Maxime Durand","214","0","France","FR","1658","1","3","3","60","2","4","4","2","63","2","1","112475"
"4968","Sean Hatfield","214","0","Indiana","US","2127","10","3","10","21","2","27","2","3","82","3","8","97773"
"4969","Rene Bertram","214","0","DE-AT-CH","DE","1949","7","3","6","12","1","38","3","3","70","2","4","613403"
"4970","Ayhancan Guven","214","0","International Club","TR","8904","2","2","2","26","1","6","1","1","52","1","2","260872"
"4971","Johann Collet","214","0","France","FR","946","8","4","9","0","0","31","8","6","93","0","6","476100"
"4972","Nikita Tomnyuk","214","0","New England","US","749","11","4","24","0","0","107","6","6","263","0","14","209151"
"4973","Fernando Mari7","214","0","Hispanoamérica","AR","1381","11","3","13","0","0","58","6","6","116","0","12","601323"
"4974","Robin Truswell","214","0","UK and I","GB","1198","6","2","5","0","0","27","7","5","68","0","9","357209"
"4975","Javier Garcia13","214","0","Iberia","ES","822","11","2","11","0","0","71","5","5","111","0","13","408354"
"4976","S.Taha KUCUKKUT","214","0","International Club","TR","6087","3","1","1","0","0","1","1","1","10","0","3","299684"
"4977","Dustin Besch","214","0","Florida","US","983","6","1","4","0","0","15","6","4","36","0","11","25258"
"4978","Raphael Gilles","214","0","Benelux","BE","1948","11","1","4","0","0","8","3","4","54","0","10","566806"
"4979","Anthony J Larson","214","0","UK and I","GB","2845","11","1","5","0","0","52","2","2","46","0","8","29775"
"4980","Krzysztof Eret","214","0","Central-Eastern Europe","PL","3165","10","0","2","0","0","15","2","2","12","0","15","360645"
"4981","Alberto Clusellas","214","0","Iberia","ES","740","12","0","17","0","0","74","8","8","162","1","9","569376"
"4982","Beyze Adrien","214","0","France","FR","2757","13","0","6","0","0","19","2","3","73","0","19","251369"
"4983","Nacho Torres","213","0","Iberia","ES","2002","8","6","16","30","3","29","4","2","176","2","13","580338"
"4984","Berke Gun","213","0","International Club","TR","1740","9","3","9","14","1","36","5","3","163","1","7","383242"
"4985","Christopher Ireland","213","0","Australia/NZ","AU","1912","5","4","6","27","3","43","4","3","59","3","6","541306"
"4986","Oscar Targett","213","0","Australia/NZ","AU","1852","9","4","12","25","2","47","4","2","104","1","11","400141"
"4987","Da Cruz Miguel","213","0","Benelux","LU","1086","11","5","22","10","1","84","9","5","128","1","9","602270"
"4988","Fabien GUILLOT","213","0","France","FR","2145","6","4","5","15","1","17","3","2","58","0","4","565454"
"4989","Simon Mertins","213","0","Scandinavia","DK","2197","5","3","5","12","1","15","3","2","57","0","6","537038"
"4990","Kenneth Wik","213","0","Iberia","ES","1653","10","3","9","6","1","41","4","3","103","1","9","541334"
"4991","Jacob Wroe","213","0","UK and I","GB","2036","9","2","7","8","1","25","3","3","99","0","10","502785"
"4992","Michele Mastria2","213","0","DE-AT-CH","CH","1241","8","6","12","6","0","47","6","4","67","2","11","205044"
"4993","Graham Ginn","213","0","Texas","US","1058","8","3","6","0","0","3","9","5","72","0","8","399936"
"4994","Dennis Wietrzniok","213","0","DE-AT-CH","DE","1331","10","3","8","0","0","29","6","4","77","0","7","602137"
"4995","Diego Erre","213","0","Hispanoamérica","AR","1682","8","2","4","0","0","37","5","3","31","0","10","515368"
"4996","Niels Blauw","213","0","Benelux","NL","1695","10","2","4","0","0","15","3","3","37","0","8","525694"
"4997","Felipe Garrido","213","0","Iberia","ES","1665","10","2","6","0","0","20","3","3","54","0","10","459227"
"4998","Benjamin Kuhl2","213","0","California Club","US","1386","10","2","8","0","0","60","3","4","108","0","8","564909"
"4999","Lina Sophie Nilges","213","0","DE-AT-CH","DE","1110","11","1","8","3","0","37","5","4","76","0","9","383162"
"5000","Reed Gibson","213","0","California Club","US","2561","14","0","6","0","0","19","2","4","60","0","15","483350"
"5001","Aitor Garcia Nuñez","212","0","Iberia","ES","1893","6","8","11","34","3","49","4","2","105","2","5","196306"
"5002","Vlad Khimichev","212","0","Central-Eastern Europe","RU","8459","2","6","6","46","3","10","1","1","84","3","2","313229"
"5003","Noah Winterbauer","212","0","DE-AT-CH","DE","1095","10","4","10","0","0","36","3","4","76","0","12","588139"
"5004","Nick Bösche","212","0","DE-AT-CH","DE","5659","4","9","11","4","1","21","1","1","115","1","3","437459"
"5005","Anders Fundelius","212","0","Scandinavia","SE","1585","9","5","11","26","2","48","4","3","75","3","9","420385"
"5006","Michael McDowell","212","0","Carolina","US","1435","2","4","4","19","2","8","8","3","41","1","5","15483"
"5007","Gonzalo Di Falco","212","0","Hispanoamérica","AR","1526","5","4","5","11","1","37","5","3","50","1","8","481261"
"5008","Andrei Miclea","212","0","Central-Eastern Europe","RO","1825","7","3","6","9","1","29","3","2","42","1","8","602192"
"5009","Hlynur MÃ¡r VilhjÃ¡lmsson","212","0","Scandinavia","IS","1819","8","1","4","10","1","30","6","4","36","1","6","333160"
"5010","sergi Verge poyato","212","0","Iberia","ES","1775","9","1","4","1","1","23","4","3","41","0","11","276226"
"5011","Thomas Donlen","212","0","Australia/NZ","AU","1557","9","6","17","1","0","64","4","3","214","0","11","450732"
"5012","Maik Andreas Harter","212","0","DE-AT-CH","DE","1691","6","3","5","0","0","1","4","3","88","1","7","596030"
"5013","Niklas Lindgren3","212","0","Scandinavia","NO","2246","9","3","10","0","0","41","3","3","112","0","11","298410"
"5014","Connor Coyle","212","0","Pennsylvania","US","1273","9","3","13","0","0","43","6","6","126","1","7","523415"
"5015","Jordan Brasseur-pare","212","0","Canada","CA","1819","9","2","7","0","0","19","4","3","71","0","12","564478"
"5016","Peter Dellarco2","212","0","Carolina","US","2112","9","2","5","1","0","26","3","2","90","1","9","323843"
"5017","Pete Stergios","212","0","New England","US","3390","9","2","3","0","0","26","2","2","24","0","10","475504"
"5018","Henri Bernard","212","0","France","FR","1652","9","2","7","0","0","42","6","4","60","1","10","136562"
"5019","Nathan LaFayette","212","0","Mid-South","US","746","10","2","9","0","0","52","8","8","97","0","10","462563"
"5020","Jessica French","212","0","Australia/NZ","AU","1274","11","2","15","6","0","84","4","4","162","0","10","285104"
"5021","Noann Andres","212","0","France","FR","2668","6","1","2","0","0","14","3","2","26","0","7","570479"
"5022","Tim Weston","212","0","Australia/NZ","AU","2368","10","1","9","0","0","29","2","2","77","0","11","209357"
"5023","Moritz Schnellhardt","212","0","DE-AT-CH","DE","1420","10","1","8","0","0","38","5","5","70","0","12","381893"
"5024","Sergio Romero","212","0","Iberia","ES","1939","11","1","6","0","0","34","3","3","68","0","11","507203"
